property_id,district,latitude,longitude,area_sqft,property_type,location_type,bhk_type,age_of_property,price_per_sqft,total_price,road_access,utilities_available,water_supply,electricity,ownership_type,transaction_type,legal_status,amenities,days_on_market,seller_type,demand_score,location_score,price_trend,roi_percentage,investment_potential,date_listed
PROP002950,Ahmedabad,23.165121,72.667839,255046.86,Development Land,Rural,NA,8,2297.16,616057627.95,No,Yes,No,Yes,Leasehold,Buy,Clear,Basic,120,Builder,51.09,25.0,Decreasing,-4.32,Low,2026-05-25
PROP002951,Mumbai,19.116701,72.811174,38111.16,Industrial Space,Industrial Hub,NA,8,3973.8,147940120.07,No,Yes,Yes,Yes,Freehold,Rent,Clear,Basic,147,Real Estate Agent,55.78,65.0,Stable,6.91,Low,2026-04-28
PROP002952,Bangalore,13.127963,77.505794,47304.68,Development Land,Urban,NA,0,11763.2,500998199.7,No,Yes,Yes,Yes,Freehold,Rent,Clear,Basic,43,NRI,54.08,100.0,Increasing,20.61,Low,2026-08-10
PROP002953,Kolkata,22.678748,88.388633,100734.71,Mixed-Use Property,Urban,NA,19,5844.21,411681023.79,Yes,No,No,Yes,Leasehold,Buy,Disputed,Basic,48,Bank,79.16,93.75,Increasing,13.97,High,2026-08-05
PROP002954,Jaipur,26.948573,75.849928,106293.51,Commercial Plot,Urban,NA,19,6144.29,549788624.24,Yes,No,Yes,Yes,Freehold,Buy,Mortgaged,"Road Access, Electricity",30,Individual,53.01,93.75,Increasing,12.24,Low,2026-08-23
PROP002955,Ahmedabad,23.171486,72.548095,46955.72,Industrial Space,Industrial Hub,NA,20,1022.12,37595861.15,Yes,No,No,Yes,Leasehold,Buy,Disputed,Basic,51,Individual,66.88,50.0,Increasing,4.5,Low,2026-08-02
PROP002956,Mysore,12.373395,76.677525,198920.5,Development Land,Semi-Urban,NA,5,3755.85,716351210.59,Yes,No,Yes,Yes,Leasehold,Buy,Clear,Basic,100,Bank,65.45,50.0,Stable,6.45,Medium,2026-06-14
PROP002957,Surat,21.283035,72.84604,13516.28,Retail Space,Commercial,NA,0,14178.2,203547950.23,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Parking,129,Bank,76.74,100.0,Stable,13.93,High,2026-05-16
PROP002958,Delhi,28.601483,77.041423,47636.34,Mixed-Use Property,Urban,NA,25,9675.29,496288519.21,Yes,Yes,Yes,No,Freehold,Rent,Clear,Basic,67,Builder,63.26,100.0,Increasing,8.62,Medium,2026-07-17
PROP002959,Tirunelveli,8.756347,77.663345,67337.01,Farm House,Semi-Urban,3 BHK,6,922.23,66361395.38,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Parking,89,Bank,24.29,62.5,Increasing,15.01,Low,2026-06-25
PROP002960,Madurai,9.82268,78.227753,440695.13,Land Bank,Urban,NA,27,672.67,282578614.59,No,Yes,Yes,Yes,Freehold,Buy,Clear,Basic,149,Individual,52.09,75.0,Stable,-4.91,Low,2026-04-26
PROP002961,Chandigarh,30.745266,76.728031,17023.08,Office Space,Commercial,NA,18,12926.85,237174378.59,No,No,Yes,Yes,Freehold,Lease,Clear,Elevator,160,Individual,53.01,100.0,Stable,0.99,Low,2026-04-15
PROP002962,Visakhapatnam,17.704383,83.248459,437961.48,Land Bank,Semi-Urban,NA,0,1573.24,690676021.86,Yes,No,No,No,Freehold,Rent,Clear,Basic,177,NRI,48.3,50.0,Stable,4.48,Low,2026-03-29
PROP002963,Lucknow,26.884197,80.917964,18157.29,Office Space,Commercial,NA,4,8715.23,148561290.64,Yes,Yes,Yes,No,Leasehold,Sell,Clear,"Parking, WiFi",87,Bank,83.17,80.0,Stable,8.75,Medium,2026-06-27
PROP002964,Surat,21.256973,72.711597,9955.06,Retail Space,Commercial,NA,0,13246.75,137621707.96,Yes,No,Yes,Yes,Freehold,Buy,Clear,Security,28,NRI,72.25,100.0,Increasing,20.37,Medium,2026-08-25
PROP002965,Gurgaon,28.450685,77.114435,71852.67,Industrial Space,Industrial Hub,NA,15,2244.14,171742616.29,Yes,Yes,No,Yes,Co-op,Rent,Clear,Basic,123,Builder,39.01,65.0,Decreasing,-10.28,Low,2026-05-22
PROP002966,Salem,11.659365,78.261869,8203.95,Retail Space,Commercial,NA,0,5387.97,44533789.38,No,No,No,Yes,Freehold,Rent,Clear,Signage,20,Real Estate Agent,73.66,80.0,Increasing,16.7,Medium,2026-09-02
PROP002967,Ahmedabad,23.260964,72.419397,20498.85,Commercial Plot,Urban,NA,0,9666.93,198125175.75,Yes,No,No,Yes,Freehold,Sell,Clear,"Road Access, Parking",104,Real Estate Agent,71.22,93.75,Increasing,23.41,Medium,2026-06-10
PROP002968,Vadodara,22.364358,73.276655,299581.18,Development Land,Urban,NA,14,4433.84,1282590790.8,Yes,No,Yes,Yes,Freehold,Buy,Clear,Basic,141,Individual,64.52,75.0,Stable,7.8,Medium,2026-05-04
PROP002969,Ahmedabad,23.293494,72.548133,83125.69,Development Land,Urban,NA,0,10051.89,898250685.89,Yes,Yes,Yes,No,Leasehold,Buy,Clear,Basic,51,Bank,64.37,93.75,Increasing,19.25,Medium,2026-08-02
PROP002970,Pune,18.300267,74.099534,54066.99,Residential Plot,Rural,5+ BHK,6,2134.55,125703634.41,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,"Road Access, Electricity",25,Individual,93.86,32.5,Increasing,18.4,High,2026-08-28
PROP002971,Indore,22.774666,75.825592,87123.59,Residential Plot,Rural,2 BHK,15,833.24,77602327.88,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Electricity,159,Bank,70.47,20.0,Decreasing,-6.24,Low,2026-04-16
PROP002972,Mysore,12.271294,76.686807,154208.14,Warehouse,Industrial Hub,NA,17,709.56,89941042.39,No,Yes,No,No,Freehold,Buy,Disputed,Water Supply,150,Builder,65.3,40.0,Stable,3.66,Low,2026-04-25
PROP002973,Surat,21.25721,72.929387,116772.44,Industrial Plot,Industrial Hub,NA,0,2520.03,317910428.48,No,Yes,No,Yes,Freehold,Sell,Clear,Road Access,246,Real Estate Agent,43.99,50.0,Decreasing,4.03,Low,2026-01-19
PROP002974,Surat,21.210134,72.916337,1991.64,Residential House,Semi-Urban,2 BHK,0,4723.83,10769530.51,No,Yes,Yes,Yes,Co-op,Buy,Clear,Swimming Pool,39,Individual,61.0,62.5,Increasing,12.39,Medium,2026-08-14
PROP002975,Ahmedabad,23.145012,72.655179,92715.52,Farm House,Semi-Urban,2 BHK,4,2978.54,282047944.69,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,"Security, Garden, Water Supply",219,Real Estate Agent,30.7,62.5,Decreasing,-3.33,Low,2026-02-15
PROP002976,Hyderabad,17.348503,78.597266,7551.55,Retail Space,Commercial,NA,19,11008.28,68641656.15,Yes,Yes,Yes,Yes,Freehold,Sell,Mortgaged,"Security, Parking",87,Builder,83.84,100.0,Increasing,14.1,High,2026-06-27
PROP002977,Mangalore,12.896186,74.704421,86311.22,Industrial Space,Industrial Hub,NA,27,794.31,50332286.27,Yes,Yes,No,No,Leasehold,Buy,Disputed,Basic,100,Builder,70.43,40.0,Increasing,-1.09,Low,2026-06-14
PROP002978,Mysore,12.283062,76.601418,16343.78,Retail Space,Commercial,NA,10,10239.1,87574041.64,No,No,No,Yes,Leasehold,Buy,Under Litigation,"Security, Parking",15,Bank,64.08,80.0,Increasing,11.98,Medium,2026-09-07
PROP002979,Indore,22.785716,75.833572,707645.86,Agricultural Land,Rural,NA,0,290.69,142823176.64,No,No,Yes,No,Co-op,Sell,Disputed,Water Supply,132,NRI,29.26,20.0,Stable,6.04,Low,2026-05-13
PROP002980,Chennai,12.965326,80.278017,17141.76,Mixed-Use Property,Semi-Urban,NA,0,7730.59,98370524.88,No,Yes,No,No,Freehold,Lease,Disputed,Basic,33,NRI,81.47,62.5,Increasing,19.8,High,2026-08-20
PROP002981,Mumbai,19.259747,72.986616,165726.02,Commercial Plot,Urban,NA,28,11120.77,1894092711.78,Yes,No,Yes,Yes,Freehold,Buy,Clear,Road Access,164,Real Estate Agent,54.87,100.0,Stable,-6.86,Low,2026-04-11
PROP002982,Visakhapatnam,17.622887,83.222404,144670.63,Industrial Plot,Industrial Hub,NA,5,1716.83,258202272.39,No,Yes,No,Yes,Leasehold,Buy,Clear,"Road Access, Electricity",45,Individual,68.03,40.0,Stable,4.91,Low,2026-08-08
PROP002983,Mysore,12.343343,76.688747,47931.97,Residential House,Rural,2 BHK,9,1169.73,52796278.26,No,Yes,No,Yes,Leasehold,Buy,Mortgaged,"Gym, Water Supply, Electricity, Swimming Pool, Parking, Park",196,Bank,61.76,20.0,Decreasing,-1.85,Low,2026-03-10
PROP002984,Aurangabad,19.816759,75.33576,74063.86,Residential Plot,Semi-Urban,2 BHK,3,1807.87,131933124.0,Yes,No,No,Yes,Leasehold,Rent,Clear,"Road Access, Water Supply",48,Bank,95.3,50.0,Increasing,18.27,High,2026-08-05
PROP002985,Delhi,28.524143,77.217523,92935.29,Industrial Space,Industrial Hub,NA,24,1821.1,175142889.84,Yes,Yes,Yes,Yes,Co-op,Rent,Clear,Basic,42,NRI,71.71,65.0,Stable,-2.23,Low,2026-08-11
PROP002986,Aurangabad,19.917382,75.492729,93905.22,Industrial Space,Industrial Hub,NA,29,381.69,38968258.25,Yes,Yes,Yes,No,Freehold,Buy,Clear,Basic,93,NRI,77.87,40.0,Increasing,-2.68,Low,2026-06-21
PROP002987,Chennai,13.180448,80.106012,159331.81,Land Bank,Semi-Urban,NA,25,1136.06,155678777.17,Yes,No,Yes,Yes,Co-op,Buy,Mortgaged,Basic,45,NRI,28.52,62.5,Increasing,-0.05,Low,2026-08-08
PROP002988,Surat,21.288053,72.916917,49539.71,Vacant Land,Rural,NA,0,1419.45,72024576.51,Yes,Yes,Yes,No,Leasehold,Sell,Clear,Basic,73,Bank,58.01,25.0,Stable,7.15,Low,2026-07-11
PROP002989,Indore,22.723962,75.845782,164864.38,Warehouse,Industrial Hub,NA,21,493.81,80712132.69,No,No,Yes,Yes,Freehold,Sell,Clear,Security,52,Builder,62.55,40.0,Increasing,1.64,Low,2026-08-01
PROP002990,Chennai,13.184744,80.295092,118978.64,Land Bank,Semi-Urban,NA,3,2516.47,328948518.74,No,No,No,No,Co-op,Buy,Clear,Basic,75,Builder,43.52,62.5,Increasing,13.47,Low,2026-07-09
PROP002991,Lucknow,26.889671,80.902196,43273.83,Commercial Plot,Semi-Urban,NA,22,2532.65,112210930.07,No,Yes,No,Yes,Freehold,Rent,Clear,"Electricity, Road Access",109,Individual,50.2,50.0,Stable,-5.77,Low,2026-06-05
PROP002992,Chandigarh,30.740159,76.756364,25509.16,Office Space,Commercial,NA,25,10529.26,139631612.21,Yes,Yes,No,Yes,Leasehold,Rent,Under Litigation,"Security, Parking, WiFi",79,Bank,82.36,100.0,Increasing,6.38,Medium,2026-07-05
PROP002993,Hyderabad,17.372599,78.468606,8691.58,Residential Plot,Urban,5+ BHK,28,3431.72,34246421.58,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Water Supply,75,Bank,55.91,100.0,Increasing,6.51,Low,2026-07-09
PROP002994,Kochi,9.921446,76.373391,25051.11,Residential Plot,Semi-Urban,4 BHK,0,5256.39,144360013.81,Yes,Yes,No,No,Leasehold,Buy,Clear,Electricity,8,Builder,88.72,62.5,Increasing,14.08,High,2026-09-14
PROP002995,Indore,22.745055,75.887273,48090.17,Development Land,Semi-Urban,NA,0,4562.03,220783865.36,Yes,No,Yes,Yes,Freehold,Sell,Clear,Basic,12,Real Estate Agent,66.06,50.0,Increasing,13.37,Medium,2026-09-10
PROP002996,Vadodara,22.315521,73.150882,24415.39,Industrial Space,Industrial Hub,NA,23,647.96,16605348.62,Yes,No,No,Yes,Freehold,Sell,Clear,Basic,178,Builder,50.72,40.0,Stable,-4.7,Low,2026-03-28
PROP002997,Chennai,12.81304,80.381609,104649.6,Land Bank,Rural,NA,16,964.58,109138879.43,No,No,Yes,Yes,Freehold,Buy,Clear,Basic,119,Builder,42.31,25.0,Stable,0.69,Low,2026-05-26
PROP002998,Madurai,9.985527,78.16154,649260.89,Agricultural Land,Rural,NA,1,129.51,81048823.39,No,No,Yes,Yes,Co-op,Buy,Clear,Road Access,148,Builder,19.15,20.0,Decreasing,-0.82,Low,2026-04-27
PROP002999,Surat,21.27513,72.830739,25306.35,Mixed-Use Property,Semi-Urban,NA,18,3138.52,86700083.93,No,No,Yes,No,Freehold,Buy,Clear,Basic,17,NRI,66.78,62.5,Stable,3.79,Low,2026-09-05
PROP003000,Kochi,9.95511,76.201674,397235.18,Industrial Plot,Industrial Hub,NA,0,2277.89,731408795.37,No,Yes,Yes,Yes,Freehold,Buy,Mortgaged,Electricity,106,NRI,36.08,50.0,Increasing,16.87,Low,2026-06-08
PROP003001,Delhi,28.758227,77.309384,231817.36,Development Land,Rural,NA,25,2028.34,400308846.63,Yes,Yes,No,Yes,Freehold,Buy,Mortgaged,Basic,158,Real Estate Agent,62.83,32.5,Stable,-4.63,Low,2026-04-17
PROP003002,Hyderabad,17.382528,78.461967,268216.02,Development Land,Semi-Urban,NA,25,4085.59,1101111434.23,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Basic,27,Builder,47.26,81.25,Increasing,4.05,Low,2026-08-26
PROP003003,Mangalore,12.856173,74.882242,405094.35,Industrial Plot,Industrial Hub,NA,10,1472.64,543849941.42,No,No,No,Yes,Leasehold,Sell,Clear,"Road Access, Electricity",66,NRI,65.26,40.0,Increasing,14.61,Medium,2026-07-18
PROP003004,Salem,11.512155,78.264597,95606.16,Residential Plot,Semi-Urban,2 BHK,28,682.72,63540711.85,Yes,No,Yes,Yes,Freehold,Sell,Clear,"Road Access, Electricity",80,Builder,88.82,50.0,Increasing,5.13,Medium,2026-07-04
PROP003005,Aurangabad,19.978604,75.4859,41302.08,Commercial Plot,Urban,NA,4,4925.09,213686934.04,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,"Parking, Road Access",100,Builder,83.69,75.0,Increasing,19.53,High,2026-06-14
PROP003006,Indore,22.725552,75.804774,29502.56,Industrial Space,Industrial Hub,NA,12,984.76,30237671.46,No,Yes,No,No,Leasehold,Buy,Clear,Basic,82,Bank,39.78,40.0,Decreasing,-3.37,Low,2026-07-02
PROP003007,Tirupur,11.016888,77.305204,20182.55,Agricultural Land,Rural,NA,29,62.98,1324222.3,No,No,No,Yes,Freehold,Lease,Clear,Water Supply,93,Builder,27.69,20.0,Decreasing,-17.0,Low,2026-06-21
PROP003008,Ahmedabad,23.243835,72.531548,167658.33,Industrial Plot,Industrial Hub,NA,3,2557.61,405565152.39,No,No,Yes,No,Leasehold,Buy,Clear,"Electricity, Water Supply",86,Individual,65.35,50.0,Increasing,10.82,Medium,2026-06-28
PROP003009,Kolkata,22.494005,88.437614,433121.14,Industrial Plot,Industrial Hub,NA,17,1306.67,278770705.42,Yes,Yes,Yes,No,Leasehold,Buy,Under Litigation,"Water Supply, Electricity",169,NRI,53.36,50.0,Decreasing,-4.22,Low,2026-04-06
PROP003010,Indore,22.745423,75.84957,57064.23,Residential Plot,Semi-Urban,1 BHK,11,2715.34,163071130.69,No,Yes,No,Yes,Leasehold,Buy,Clear,"Road Access, Water Supply",83,Bank,53.05,50.0,Stable,6.67,Low,2026-07-01
PROP003011,Vellore,12.916508,79.212999,457523.65,Agricultural Land,Rural,NA,14,115.58,53324322.27,No,Yes,Yes,Yes,Freehold,Buy,Clear,Road Access,137,Real Estate Agent,27.77,20.0,Stable,-1.55,Low,2026-05-08
PROP003012,Chennai,13.114102,80.316397,102504.67,Warehouse,Industrial Hub,NA,0,1826.64,180202073.77,No,Yes,Yes,Yes,Freehold,Sell,Clear,Electricity,59,Builder,52.65,50.0,Increasing,20.31,Low,2026-07-25
PROP003013,Mysore,12.200632,76.603107,2845.3,Retail Space,Commercial,NA,29,4574.41,14161368.28,No,Yes,Yes,No,Freehold,Buy,Clear,"Security, Signage",17,NRI,53.04,80.0,Increasing,1.49,Low,2026-09-05
PROP003014,Mysore,12.218981,76.690022,14694.85,Farm House,Urban,2 BHK,0,4484.33,47782366.82,Yes,Yes,Yes,Yes,Leasehold,Sell,Disputed,"Water Supply, Garden",126,Bank,45.63,75.0,Decreasing,5.67,Low,2026-05-19
PROP003015,Ahmedabad,23.199087,72.520196,179415.37,Warehouse,Industrial Hub,NA,5,1348.73,214670491.42,Yes,Yes,Yes,No,Leasehold,Buy,Mortgaged,Electricity,12,Bank,33.35,50.0,Increasing,15.36,Low,2026-09-10
PROP003016,Chennai,13.009222,80.224196,185579.09,Land Bank,Semi-Urban,NA,16,2211.56,395233573.37,No,Yes,No,No,Freehold,Lease,Clear,Basic,120,NRI,35.88,62.5,Decreasing,-9.27,Low,2026-05-25
PROP003017,Gurgaon,28.489094,77.122388,18210.67,Commercial Space,Commercial,NA,14,16230.88,228894397.12,Yes,Yes,No,No,Leasehold,Buy,Disputed,"WiFi, Security",21,Real Estate Agent,86.92,100.0,Increasing,17.31,High,2026-09-01
PROP003018,Chennai,12.94443,80.264934,138372.11,Warehouse,Industrial Hub,NA,0,1906.33,137482413.38,No,Yes,Yes,Yes,Freehold,Buy,Under Litigation,Water Supply,234,Builder,44.72,50.0,Decreasing,-0.55,Low,2026-01-31
PROP003019,Mysore,12.34256,76.754606,57472.86,Industrial Space,Industrial Hub,NA,10,1294.24,69160100.13,Yes,No,Yes,Yes,Freehold,Buy,Clear,Basic,103,Builder,62.92,40.0,Increasing,6.7,Medium,2026-06-11
PROP003020,Tirunelveli,8.712783,77.705051,28674.82,Farm House,Urban,3 BHK,15,1301.71,38302454.44,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,"Security, Parking, Water Supply",70,Individual,28.68,93.75,Increasing,11.52,Low,2026-07-14
PROP003021,Ahmedabad,23.257393,72.600881,48368.14,Residential House,Semi-Urban,3 BHK,13,3966.96,187179768.83,No,No,No,Yes,Freehold,Sell,Clear,"Security, Parking, Water Supply",67,NRI,78.29,62.5,Increasing,15.03,High,2026-07-17
PROP003022,Chennai,13.1662,80.378434,557775.46,Agricultural Land,Rural,NA,5,355.53,199623436.64,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Road Access,120,Builder,25.46,25.0,Decreasing,-6.94,Low,2026-05-25
PROP003023,Ahmedabad,23.215198,72.500688,56941.36,Warehouse,Industrial Hub,NA,2,1724.02,101795949.79,Yes,No,Yes,Yes,Freehold,Sell,Clear,Water Supply,234,Real Estate Agent,65.74,50.0,Decreasing,4.16,Low,2026-01-31
PROP003024,Ahmedabad,23.186226,72.55038,1864.53,Office Space,Commercial,NA,2,17524.76,34052338.37,Yes,No,Yes,Yes,Freehold,Sell,Clear,"AC, WiFi, Security, Elevator",52,NRI,78.04,100.0,Increasing,23.23,High,2026-08-01
PROP003025,Kolkata,22.691784,88.321764,199872.78,Warehouse,Industrial Hub,NA,10,990.78,190752285.6,No,No,Yes,Yes,Freehold,Sell,Clear,"Water Supply, Security",58,Builder,49.58,50.0,Increasing,15.84,Low,2026-07-26
PROP003026,Madurai,9.837863,78.105774,87941.78,Vacant Land,Urban,NA,28,1161.49,83467966.95,Yes,Yes,Yes,Yes,Freehold,Buy,Disputed,Basic,31,NRI,50.65,75.0,Stable,-0.72,Low,2026-08-22
PROP003027,Surat,21.249185,72.722097,75070.76,Industrial Plot,Industrial Hub,NA,27,747.36,44933682.92,No,No,No,Yes,Freehold,Sell,Mortgaged,"Road Access, Electricity",70,Real Estate Agent,54.87,50.0,Increasing,7.76,Low,2026-07-14
PROP003028,Vellore,12.986795,79.280548,38570.18,Mixed-Use Property,Urban,NA,7,4324.7,182958136.63,Yes,Yes,No,Yes,Freehold,Sell,Clear,Basic,75,NRI,55.29,75.0,Decreasing,1.42,Low,2026-07-09
PROP003029,Madurai,9.842348,78.204052,42064.29,Vacant Land,Urban,NA,26,969.23,43846619.38,Yes,No,Yes,Yes,Freehold,Buy,Clear,Basic,108,Real Estate Agent,41.43,75.0,Decreasing,-10.66,Low,2026-06-06
PROP003030,Kochi,9.942862,76.281138,639845.9,Agricultural Land,Rural,NA,11,321.74,191470692.51,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Road Access,204,Bank,32.56,25.0,Decreasing,-4.51,Low,2026-03-02
PROP003031,Kolkata,22.601062,88.36337,336429.42,Industrial Plot,Industrial Hub,NA,0,2489.8,755662713.64,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,"Road Access, Electricity",75,Individual,65.0,50.0,Stable,8.72,Medium,2026-07-09
PROP003032,Hyderabad,17.338899,78.497391,2336.96,Retail Space,Commercial,NA,0,17196.69,39000014.45,No,No,Yes,Yes,Freehold,Buy,Clear,Signage,18,Real Estate Agent,53.76,100.0,Increasing,18.82,Low,2026-09-04
PROP003033,Mangalore,12.809602,74.861668,12181.65,Residential House,Semi-Urban,2 BHK,0,5744.74,57135456.97,Yes,No,Yes,No,Leasehold,Buy,Mortgaged,"Parking, Water Supply, Security, Electricity",103,Bank,69.53,50.0,Increasing,16.79,Medium,2026-06-11
PROP003034,Mysore,12.333113,76.761215,740718.88,Agricultural Land,Rural,NA,18,224.33,176552309.48,No,No,Yes,Yes,Freehold,Buy,Clear,Water Supply,253,Real Estate Agent,20.26,20.0,Decreasing,-14.04,Low,2026-01-12
PROP003035,Visakhapatnam,17.720713,83.246271,51905.2,Industrial Plot,Industrial Hub,NA,0,1591.31,86176823.36,No,No,No,Yes,Freehold,Rent,Clear,Water Supply,63,Individual,46.7,40.0,Increasing,14.37,Low,2026-07-21
PROP003036,Chennai,12.945468,80.234004,39886.52,Residential Plot,Semi-Urban,4 BHK,27,2105.54,93161896.28,Yes,Yes,No,Yes,Freehold,Buy,Clear,Road Access,106,NRI,53.48,62.5,Increasing,0.6,Low,2026-06-08
PROP003037,Chandigarh,30.781832,76.723701,78476.49,Farm House,Urban,4 BHK,0,8401.84,719597360.21,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,"Water Supply, Garden",47,Bank,41.23,93.75,Increasing,18.09,Low,2026-08-06
PROP003038,Kochi,9.926137,76.316492,88101.45,Farm House,Semi-Urban,5+ BHK,0,3410.2,319056161.64,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,Parking,116,Bank,36.4,62.5,Stable,8.62,Low,2026-05-29
PROP003039,Kolkata,22.562089,88.43772,85610.43,Mixed-Use Property,Semi-Urban,NA,0,7888.57,718483076.59,No,Yes,Yes,No,Freehold,Buy,Clear,Basic,98,NRI,53.03,62.5,Increasing,12.7,Low,2026-06-16
PROP003040,Chandigarh,30.724079,76.799224,32621.05,Farm House,Semi-Urban,5+ BHK,16,2970.37,101881703.21,Yes,No,No,Yes,Freehold,Buy,Clear,"Water Supply, Parking",85,Real Estate Agent,37.67,62.5,Increasing,8.69,Low,2026-06-29
PROP003041,Vadodara,22.334736,73.239369,46776.18,Industrial Space,Industrial Hub,NA,23,931.5,46490910.81,No,No,No,Yes,Leasehold,Buy,Clear,Basic,213,Real Estate Agent,50.3,40.0,Decreasing,-13.88,Low,2026-02-21
PROP003042,Chennai,13.042625,80.360034,92519.45,Warehouse,Industrial Hub,NA,27,846.74,77861129.82,Yes,Yes,No,Yes,Leasehold,Buy,Clear,"Water Supply, Electricity",113,NRI,35.2,50.0,Stable,-8.11,Low,2026-06-01
PROP003043,Kolkata,22.621749,88.342567,11408.98,Farm House,Semi-Urban,4 BHK,0,4308.11,23481101.74,Yes,No,No,Yes,Freehold,Buy,Under Litigation,"Garden, Water Supply, Security",192,Individual,30.23,62.5,Decreasing,0.6,Low,2026-03-14
PROP003044,Pune,18.558735,74.082253,81815.4,Vacant Land,Urban,NA,19,4791.3,387353298.05,No,Yes,No,Yes,Leasehold,Buy,Clear,Basic,30,Bank,33.49,100.0,Increasing,11.34,Low,2026-08-23
PROP003045,Kolkata,22.434281,88.443233,56492.23,Residential Plot,Semi-Urban,2 BHK,2,4404.09,232131794.5,Yes,Yes,No,Yes,Leasehold,Buy,Clear,Water Supply,98,Bank,100.0,62.5,Increasing,20.41,High,2026-06-16
PROP003046,Mangalore,12.850962,74.731473,148631.17,Vacant Land,Semi-Urban,NA,16,2242.45,346427143.51,No,Yes,No,Yes,Freehold,Buy,Clear,Basic,97,NRI,53.1,50.0,Increasing,10.81,Low,2026-06-17
PROP003047,Ahmedabad,23.065408,72.423524,8354.94,Office Space,Commercial,NA,8,15647.69,138415011.86,Yes,No,Yes,No,Freehold,Buy,Clear,WiFi,41,NRI,57.08,100.0,Stable,8.25,Low,2026-08-12
PROP003048,Tirunelveli,8.745941,77.717434,39104.12,Commercial Space,Commercial,NA,26,2673.07,85320334.97,No,Yes,No,No,Freehold,Sell,Disputed,"Parking, Security",49,Builder,63.58,100.0,Increasing,1.29,Low,2026-08-04
PROP003049,Tirunelveli,8.758122,77.609282,30144.25,Commercial Space,Commercial,NA,3,4561.01,139799465.14,Yes,Yes,Yes,No,Freehold,Buy,Clear,"WiFi, Security, Elevator",126,Individual,57.85,100.0,Stable,12.43,Low,2026-05-19
PROP003050,Salem,11.512733,78.154426,14725.75,Office Space,Commercial,NA,24,2855.28,38407260.03,Yes,Yes,No,Yes,Leasehold,Buy,Clear,"AC, Parking, Elevator, WiFi",43,Builder,94.51,80.0,Increasing,9.13,Medium,2026-08-10
PROP003051,Kochi,9.979538,76.339767,23833.29,Commercial Space,Commercial,NA,0,12850.2,298605755.46,Yes,Yes,No,No,Freehold,Sell,Clear,"Security, Elevator, WiFi",59,Builder,83.34,100.0,Increasing,17.65,High,2026-07-25
PROP003052,Chandigarh,30.704621,76.781179,464857.45,Industrial Plot,Industrial Hub,NA,18,1725.79,876769823.96,No,No,Yes,Yes,Freehold,Rent,Clear,"Electricity, Road Access",107,Builder,50.41,50.0,Increasing,8.79,Low,2026-06-07
PROP003053,Surat,21.136985,72.997161,180424.41,Warehouse,Industrial Hub,NA,0,1238.19,103194498.28,Yes,Yes,No,Yes,Leasehold,Buy,Under Litigation,"Security, Electricity",20,Bank,39.3,50.0,Increasing,12.69,Low,2026-09-02
PROP003054,Kochi,10.012584,76.389828,818558.72,Agricultural Land,Rural,NA,0,506.27,401617875.34,Yes,No,No,No,Leasehold,Sell,Clear,Road Access,175,Bank,25.24,25.0,Decreasing,-5.2,Low,2026-03-31
PROP003055,Aurangabad,19.987988,75.473456,295153.74,Development Land,Semi-Urban,NA,29,1115.56,269582230.42,No,No,Yes,Yes,Leasehold,Sell,Disputed,Basic,40,Bank,50.31,50.0,Stable,-2.51,Low,2026-08-13
PROP003056,Aurangabad,19.854549,75.432558,6339.71,Retail Space,Commercial,NA,5,7449.44,36538382.62,Yes,No,Yes,Yes,Freehold,Buy,Mortgaged,Parking,53,Real Estate Agent,80.02,80.0,Stable,5.9,Medium,2026-07-31
PROP003057,Mumbai,19.171859,72.951817,11111.28,Retail Space,Commercial,NA,0,20000.0,206693792.02,No,Yes,Yes,Yes,Freehold,Sell,Clear,Security,110,Real Estate Agent,72.6,100.0,Stable,11.41,Medium,2026-06-04
PROP003058,Mysore,12.369831,76.63053,49670.75,Commercial Space,Commercial,NA,11,9440.9,494933702.39,Yes,Yes,No,Yes,Freehold,Buy,Clear,"Security, WiFi",147,NRI,95.18,80.0,Stable,2.56,Low,2026-04-28
